ADC1 ADC2 ADC3 ADC4 ADC5 ADC6 ADC7 ADC8 ADC9 ADC10 ADC11 ADC12 ADC13 ADC14 ADC15 ADC16 ADC17 ADC18 ADC19 T1 T2 T3 T4 T5 T6 T7 T8 T9 T10 T11 T12 T13 T14 T15 T16 T17 T18 T19 
636 632 625 617 627 628 626 632 632 0 4095 4095 4095 4095 0 0 2671 0 368 -91,76 -60,85 -43,36 -60,96 -60,34 -61,35 -61,04 -61,57 -67,62 ,00 10,23 249,94 249,94 249,94 0.00 0.00 55,49 0.00 224,61 
634 632 619 613 630 633 635 641 633 0 4095 4095 4095 4095 0 0 2668 0 400 -91,88 -60,85 -43,55 -61,12 -60,22 -61,15 -60,69 -61,21 -67,57 ,00 10,23 249,94 249,94 249,94 0.00 0.00 55,12 0.00 244,14 
631 634 619 611 630 632 636 640 633 0 4095 4095 4095 4095 0 0 2674 0 368 -92,07 -60,77 -43,55 -61,20 -60,22 -61,19 -60,65 -61,25 -67,57 ,00 10,23 249,94 249,94 249,94 0.00 0.00 55,86 0.00 224,61 
637 633 627 620 627 624 628 638 626 0 4095 4095 4095 4095 0 0 2679 0 400 -91,70 -60,81 -43,29 -60,84 -60,34 -61,51 -60,96 -61,33 -67,88 ,00 10,23 249,94 249,94 249,94 0.00 0.00 56,48 0.00 244,14 
638 634 630 619 627 633 631 633 625 0 4095 4095 4095 4095 0 0 2669 0 416 -91,64 -60,77 -43,19 -60,88 -60,34 -61,15 -60,85 -61,53 -67,93 ,00 10,23 249,94 249,94 249,94 0.00 0.00 55,25 0.00 253,91 
631 626 619 614 623 633 637 639 629 0 4095 4095 4095 4095 0 0 2677 0 400 -92,07 -61,08 -43,55 -61,08 -60,50 -61,15 -60,61 -61,29 -67,75 ,00 10,23 249,94 249,94 249,94 0.00 0.00 56,23 0.00 244,14 
637 632 629 619 628 631 635 634 625 0 4095 4095 4095 4095 0 0 2674 0 368 -91,70 -60,85 -43,23 -60,88 -60,30 -61,23 -60,69 -61,49 -67,93 ,00 10,23 249,94 249,94 249,94 0.00 0.00 55,86 0.00 224,61 
630 630 620 621 623 633 636 640 632 0 4095 4095 4095 4095 0 0 2673 0 368 -92,13 -60,92 -43,52 -60,80 -60,50 -61,15 -60,65 -61,25 -67,62 ,00 10,23 249,94 249,94 249,94 0.00 0.00 55,74 0.00 224,61 
631 627 627 620 623 630 636 642 632 0 4095 4095 4095 4095 0 0 2672 0 368 -92,07 -61,04 -43,29 -60,84 -60,50 -61,27 -60,65 -61,17 -67,62 ,00 10,23 249,94 249,94 249,94 0.00 0.00 55,61 0.00 224,61 
636 635 627 618 631 625 635 634 623 0 4095 4095 4095 4095 0 0 2679 0 368 -91,76 -60,73 -43,29 -60,92 -60,19 -61,47 -60,69 -61,49 -68,02 ,00 10,23 249,94 249,94 249,94 0.00 0.00 56,48 0.00 224,61 
630 626 618 612 620 630 635 641 636 0 4095 4095 4095 4095 0 0 2676 0 352 -92,13 -61,08 -43,58 -61,16 -60,62 -61,27 -60,69 -61,21 -67,44 ,00 10,23 249,94 249,94 249,94 0.00 0.00 56,11 0.00 214,84 
631 627 620 613 631 633 634 643 632 0 4095 4095 4095 4095 0 0 2679 0 432 -92,07 -61,04 -43,52 -61,12 -60,19 -61,15 -60,73 -61,13 -67,62 ,00 10,23 249,94 249,94 249,94 0.00 0.00 56,48 0.00 263,67 
637 635 627 618 629 633 637 634 629 0 4095 4095 4095 4095 0 0 2681 0 368 -91,70 -60,73 -43,29 -60,92 -60,26 -61,15 -60,61 -61,49 -67,75 ,00 10,23 249,94 249,94 249,94 0.00 0.00 56,72 0.00 224,61 
632 629 628 620 624 628 634 641 632 0 4095 4095 4095 4095 0 0 2677 0 400 -92,00 -60,96 -43,26 -60,84 -60,46 -61,35 -60,73 -61,21 -67,62 ,00 10,23 249,94 249,94 249,94 0.00 0.00 56,23 0.00 244,14 
632 634 620 614 629 631 635 643 634 0 4095 4095 4095 4095 0 0 2682 0 400 -92,00 -60,77 -43,52 -61,08 -60,26 -61,23 -60,69 -61,13 -67,53 ,00 10,23 249,94 249,94 249,94 0.00 0.00 56,85 0.00 244,14 
638 626 629 622 621 634 629 643 625 0 4095 4095 4095 4095 0 0 2679 0 400 -91,64 -61,08 -43,23 -60,77 -60,58 -61,11 -60,92 -61,13 -67,93 ,00 10,23 249,94 249,94 249,94 0.00 0.00 56,48 0.00 244,14 
637 627 627 621 623 626 628 642 625 0 4095 4095 4095 4095 0 0 2680 0 352 -91,70 -61,04 -43,29 -60,80 -60,50 -61,43 -60,96 -61,17 -67,93 ,00 10,23 249,94 249,94 249,94 0.00 0.00 56,60 0.00 214,84 
630 634 629 615 624 633 636 642 631 0 4095 4095 4095 4095 0 0 2680 0 400 -92,13 -60,77 -43,23 -61,04 -60,46 -61,15 -60,65 -61,17 -67,66 ,00 10,23 249,94 249,94 249,94 0.00 0.00 56,60 0.00 244,14 
639 634 630 620 631 634 633 642 626 0 4095 4095 4095 4095 0 0 2679 0 352 -91,58 -60,77 -43,19 -60,84 -60,19 -61,11 -60,77 -61,17 -67,88 ,00 10,23 249,94 249,94 249,94 0.00 0.00 56,48 0.00 214,84 
642 628 623 615 624 634 636 643 631 0 4095 4095 4095 4095 0 0 2679 0 336 -91,40 -61,00 -43,42 -61,04 -60,46 -61,11 -60,65 -61,13 -67,66 ,00 10,23 249,94 249,94 249,94 0.00 0.00 56,48 0.00 205,08 
639 634 628 623 630 626 638 633 626 0 4095 4095 4095 4095 0 0 2678 0 384 -91,58 -60,77 -43,26 -60,73 -60,22 -61,43 -60,57 -61,53 -67,88 ,00 10,23 249,94 249,94 249,94 0.00 0.00 56,35 0.00 234,38 
640 634 623 613 630 633 637 635 634 0 4095 4095 4095 4095 0 0 2682 0 368 -91,52 -60,77 -43,42 -61,12 -60,22 -61,15 -60,61 -61,45 -67,53 ,00 10,23 249,94 249,94 249,94 0.00 0.00 56,85 0.00 224,61 
632 628 624 625 630 634 638 641 632 0 4095 4095 4095 4095 0 0 2686 0 384 -92,00 -61,00 -43,39 -60,65 -60,22 -61,11 -60,57 -61,21 -67,62 ,00 10,23 249,94 249,94 249,94 0.00 0.00 57,34 0.00 234,38 
632 633 623 615 630 633 636 644 634 0 4095 4095 4095 4095 0 0 2683 0 368 -92,00 -60,81 -43,42 -61,04 -60,22 -61,15 -60,65 -61,09 -67,53 ,00 10,23 249,94 249,94 249,94 0.00 0.00 56,97 0.00 224,61 
640 635 628 621 632 635 638 636 627 0 4095 4095 4095 4095 0 0 2679 0 368 -91,52 -60,73 -43,26 -60,80 -60,15 -61,07 -60,57 -61,41 -67,84 ,00 10,23 249,94 249,94 249,94 0.00 0.00 56,48 0.00 224,61 
639 637 631 623 630 630 631 637 628 0 4095 4095 4095 4095 0 0 2686 0 368 -91,58 -60,65 -43,16 -60,73 -60,22 -61,27 -60,85 -61,37 -67,80 ,00 10,23 249,94 249,94 249,94 0.00 0.00 57,34 0.00 224,61 
640 636 631 616 632 633 637 635 628 0 4095 4095 4095 4095 0 0 2682 0 384 -91,52 -60,69 -43,16 -61,00 -60,15 -61,15 -60,61 -61,45 -67,80 ,00 10,23 249,94 249,94 249,94 0.00 0.00 56,85 0.00 234,38 
640 637 628 621 633 628 632 634 627 0 4095 4095 4095 4095 0 0 2680 0 368 -91,52 -60,65 -43,26 -60,80 -60,11 -61,35 -60,81 -61,49 -67,84 ,00 10,23 249,94 249,94 249,94 0.00 0.00 56,60 0.00 224,61 
640 636 628 621 630 626 629 636 628 0 4095 4095 4095 4095 0 0 2687 0 368 -91,52 -60,69 -43,26 -60,80 -60,22 -61,43 -60,92 -61,41 -67,80 ,00 10,23 249,94 249,94 249,94 0.00 0.00 57,46 0.00 224,61 
637 635 627 622 630 628 630 636 628 0 4095 4095 4095 4095 0 0 2679 0 384 -91,70 -60,73 -43,29 -60,77 -60,22 -61,35 -60,89 -61,41 -67,80 ,00 10,23 249,94 249,94 249,94 0.00 0.00 56,48 0.00 234,38 
635 630 624 616 624 636 638 641 636 0 4095 4095 4095 4095 0 0 2685 0 384 -91,82 -60,92 -43,39 -61,00 -60,46 -61,02 -60,57 -61,21 -67,44 ,00 10,23 249,94 249,94 249,94 0.00 0.00 57,21 0.00 234,38 
640 637 629 623 633 627 631 636 626 0 4095 4095 4095 4095 0 0 2688 0 400 -91,52 -60,65 -43,23 -60,73 -60,11 -61,39 -60,85 -61,41 -67,88 ,00 10,23 249,94 249,94 249,94 0.00 0.00 57,58 0.00 244,14 
639 636 628 624 632 629 631 634 628 0 4095 4095 4095 4095 0 0 2686 0 352 -91,58 -60,69 -43,26 -60,69 -60,15 -61,31 -60,85 -61,49 -67,80 ,00 10,23 249,94 249,94 249,94 0.00 0.00 57,34 0.00 214,84 
638 629 629 621 627 628 630 641 628 0 4095 4095 4095 4095 0 0 2684 0 368 -91,64 -60,96 -43,23 -60,80 -60,34 -61,35 -60,89 -61,21 -67,80 ,00 10,23 249,94 249,94 249,94 0.00 0.00 57,09 0.00 224,61 
640 636 630 622 634 627 630 637 630 0 4095 4095 4095 4095 0 0 2684 0 400 -91,52 -60,69 -43,19 -60,77 -60,07 -61,39 -60,89 -61,37 -67,71 ,00 10,23 249,94 249,94 249,94 0.00 0.00 57,09 0.00 244,14 
640 630 621 617 625 633 637 643 634 0 4095 4095 4095 4095 0 0 2690 0 384 -91,52 -60,92 -43,48 -60,96 -60,42 -61,15 -60,61 -61,13 -67,53 ,00 10,23 249,94 249,94 249,94 0.00 0.00 57,83 0.00 234,38 
641 630 630 623 624 628 632 644 630 0 4095 4095 4095 4095 0 0 2689 0 384 -91,46 -60,92 -43,19 -60,73 -60,46 -61,35 -60,81 -61,09 -67,71 ,00 10,23 249,94 249,94 249,94 0.00 0.00 57,71 0.00 234,38 
631 629 625 623 624 633 638 643 636 0 4095 4095 4095 4095 0 0 2685 0 352 -92,07 -60,96 -43,36 -60,73 -60,46 -61,15 -60,57 -61,13 -67,44 ,00 10,23 249,94 249,94 249,94 0.00 0.00 57,21 0.00 214,84 
640 637 623 616 631 636 637 643 635 0 4095 4095 4095 4095 0 0 2684 0 352 -91,52 -60,65 -43,42 -61,00 -60,19 -61,02 -60,61 -61,13 -67,49 ,00 10,23 249,94 249,94 249,94 0.00 0.00 57,09 0.00 214,84 
640 636 632 622 633 630 632 635 627 0 4095 4095 4095 4095 0 0 2685 0 384 -91,52 -60,69 -43,13 -60,77 -60,11 -61,27 -60,81 -61,45 -67,84 ,00 10,23 249,94 249,94 249,94 0.00 0.00 57,21 0.00 234,38 
640 636 633 624 632 628 630 636 629 0 4095 4095 4095 4095 0 0 2688 0 368 -91,52 -60,69 -43,10 -60,69 -60,15 -61,35 -60,89 -61,41 -67,75 ,00 10,23 249,94 249,94 249,94 0.00 0.00 57,58 0.00 224,61 
640 637 631 623 633 629 632 635 629 0 4095 4095 4095 4095 0 0 2689 0 368 -91,52 -60,65 -43,16 -60,73 -60,11 -61,31 -60,81 -61,45 -67,75 ,00 10,23 249,94 249,94 249,94 0.00 0.00 57,71 0.00 224,61 
641 637 630 624 632 634 638 639 628 0 4095 4095 4095 4095 0 0 2697 0 368 -91,46 -60,65 -43,19 -60,69 -60,15 -61,11 -60,57 -61,29 -67,80 ,00 10,23 249,94 249,94 249,94 0.00 0.00 58,69 0.00 224,61 
637 630 629 624 624 628 632 644 628 0 4095 4095 4095 4095 0 0 2688 0 400 -91,70 -60,92 -43,23 -60,69 -60,46 -61,35 -60,81 -61,09 -67,80 ,00 10,23 249,94 249,94 249,94 0.00 0.00 57,58 0.00 244,14 
639 631 629 625 627 627 632 645 635 0 4095 4095 4095 4095 0 0 2689 0 384 -91,58 -60,88 -43,23 -60,65 -60,34 -61,39 -60,81 -61,05 -67,49 ,00 10,23 249,94 249,94 249,94 0.00 0.00 57,71 0.00 234,38 
633 631 628 624 627 633 637 645 637 0 4095 4095 4095 4095 0 0 2693 0 400 -91,94 -60,88 -43,26 -60,69 -60,34 -61,15 -60,61 -61,05 -67,40 ,00 10,23 249,94 249,94 249,94 0.00 0.00 58,20 0.00 244,14 
634 628 623 619 625 635 640 643 636 0 4095 4095 4095 4095 0 0 2689 0 400 -91,88 -61,00 -43,42 -60,88 -60,42 -61,07 -60,49 -61,13 -67,44 ,00 10,23 249,94 249,94 249,94 0.00 0.00 57,71 0.00 244,14 
640 638 623 618 631 635 641 639 635 0 4095 4095 4095 4095 0 0 2689 0 400 -91,52 -60,61 -43,42 -60,92 -60,19 -61,07 -60,45 -61,29 -67,49 ,00 10,23 249,94 249,94 249,94 0.00 0.00 57,71 0.00 244,14 
633 631 629 625 628 633 638 645 637 0 4095 4095 4095 4095 0 0 2688 0 384 -91,94 -60,88 -43,23 -60,65 -60,30 -61,15 -60,57 -61,05 -67,40 ,00 10,23 249,94 249,94 249,94 0.00 0.00 57,58 0.00 234,38 
641 638 629 624 634 637 641 638 638 0 4095 4095 4095 4095 0 0 2693 0 368 -91,46 -60,61 -43,23 -60,69 -60,07 -60,98 -60,45 -61,33 -67,35 ,00 10,23 249,94 249,94 249,94 0.00 0.00 58,20 0.00 224,61 
636 632 633 624 625 628 634 645 635 0 4095 4095 4095 4095 0 0 2692 0 384 -91,76 -60,85 -43,10 -60,69 -60,42 -61,35 -60,73 -61,05 -67,49 ,00 10,23 249,94 249,94 249,94 0.00 0.00 58,08 0.00 234,38 
640 637 631 625 634 630 631 638 632 0 4095 4095 4095 4095 0 0 2692 0 384 -91,52 -60,65 -43,16 -60,65 -60,07 -61,27 -60,85 -61,33 -67,62 ,00 10,23 249,94 249,94 249,94 0.00 0.00 58,08 0.00 234,38 
641 639 634 624 635 636 635 638 628 0 4095 4095 4095 4095 0 0 2696 0 400 -91,46 -60,57 -43,06 -60,69 -60,03 -61,02 -60,69 -61,33 -67,80 ,00 10,23 249,94 249,94 249,94 0.00 0.00 58,57 0.00 244,14 
642 634 633 625 626 630 629 646 639 0 4095 4095 4095 4095 0 0 2688 0 400 -91,40 -60,77 -43,10 -60,65 -60,38 -61,27 -60,92 -61,01 -67,31 ,00 10,23 249,94 249,94 249,94 0.00 0.00 57,58 0.00 244,14 
642 638 631 615 633 636 642 639 633 0 4095 4095 4095 4095 0 0 2697 0 384 -91,40 -60,61 -43,16 -61,04 -60,11 -61,02 -60,41 -61,29 -67,57 ,00 10,23 249,94 249,94 249,94 0.00 0.00 58,69 0.00 234,38 
633 631 625 617 626 638 641 645 635 0 4095 4095 4095 4095 0 0 2694 0 368 -91,94 -60,88 -43,36 -60,96 -60,38 -60,94 -60,45 -61,05 -67,49 ,00 10,23 249,94 249,94 249,94 0.00 0.00 58,32 0.00 224,61 
644 630 633 625 627 630 632 645 634 0 4095 4095 4095 4095 0 0 2689 0 384 -91,28 -60,92 -43,10 -60,65 -60,34 -61,27 -60,81 -61,05 -67,53 ,00 10,23 249,94 249,94 249,94 0.00 0.00 57,71 0.00 234,38 
641 641 631 626 634 629 632 637 630 0 4095 4095 4095 4095 0 0 2696 0 352 -91,46 -60,49 -43,16 -60,61 -60,07 -61,31 -60,81 -61,37 -67,71 ,00 10,23 249,94 249,94 249,94 0.00 0.00 58,57 0.00 214,84 
634 630 627 619 627 635 640 647 638 0 4095 4095 4095 4095 0 0 2692 0 400 -91,88 -60,92 -43,29 -60,88 -60,34 -61,07 -60,49 -60,97 -67,35 ,00 10,23 249,94 249,94 249,94 0.00 0.00 58,08 0.00 244,14 
644 638 634 626 632 630 633 640 632 0 4095 4095 4095 4095 0 0 2689 0 384 -91,28 -60,61 -43,06 -60,61 -60,15 -61,27 -60,77 -61,25 -67,62 ,00 10,23 249,94 249,94 249,94 0.00 0.00 57,71 0.00 234,38 
