ADC1 ADC2 ADC3 ADC4 ADC5 ADC6 ADC7 ADC8 ADC9 ADC10 ADC11 ADC12 ADC13 ADC14 ADC15 ADC16 ADC17 ADC18 ADC19 T1 T2 T3 T4 T5 T6 T7 T8 T9 T10 T11 T12 T13 T14 T15 T16 T17 T18 T19 
638 636 631 622 628 643 646 651 643 0 4095 4095 4095 4095 0 0 2706 0 432 -91,64 -60,69 -43,16 -60,77 -60,30 -60,74 -60,25 -60,81 -67,13 ,00 10,23 249,94 249,94 249,94 0.00 0.00 59,80 0.00 263,67 
641 637 629 629 630 642 645 651 642 0 4095 4095 4095 4095 0 0 2709 0 384 -91,46 -60,65 -43,23 -60,49 -60,22 -60,78 -60,29 -60,81 -67,18 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,17 0.00 234,38 
647 643 635 624 637 643 646 643 640 0 4095 4095 4095 4095 0 0 2712 0 352 -91,10 -60,42 -43,03 -60,69 -59,95 -60,74 -60,25 -61,13 -67,26 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,54 0.00 214,84 
645 637 636 629 632 636 636 653 634 0 4095 4095 4095 4095 0 0 2706 0 368 -91,22 -60,65 -43,00 -60,49 -60,15 -61,02 -60,65 -60,73 -67,53 ,00 10,23 249,94 249,94 249,94 0.00 0.00 59,80 0.00 224,61 
639 635 628 620 630 641 645 649 642 0 4095 4095 4095 4095 0 0 2709 0 416 -91,58 -60,73 -43,26 -60,84 -60,22 -60,82 -60,29 -60,89 -67,18 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,17 0.00 253,91 
648 643 630 624 638 642 644 645 643 0 4095 4095 4095 4095 0 0 2709 0 384 -91,04 -60,42 -43,19 -60,69 -59,91 -60,78 -60,33 -61,05 -67,13 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,17 0.00 234,38 
648 645 637 630 641 634 637 643 633 0 4095 4095 4095 4095 0 0 2710 0 400 -91,04 -60,34 -42,97 -60,45 -59,79 -61,11 -60,61 -61,13 -67,57 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,29 0.00 244,14 
638 640 637 624 632 641 645 650 641 0 4095 4095 4095 4095 0 0 2709 0 368 -91,64 -60,53 -42,97 -60,69 -60,15 -60,82 -60,29 -60,85 -67,22 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,17 0.00 224,61 
646 642 636 624 636 641 648 644 639 0 4095 4095 4095 4095 0 0 2707 0 368 -91,16 -60,46 -43,00 -60,69 -59,99 -60,82 -60,17 -61,09 -67,31 ,00 10,23 249,94 249,94 249,94 0.00 0.00 59,92 0.00 224,61 
647 644 637 631 638 636 636 649 636 0 4095 4095 4095 4095 0 0 2710 0 400 -91,10 -60,38 -42,97 -60,41 -59,91 -61,02 -60,65 -60,89 -67,44 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,29 0.00 244,14 
642 641 631 624 637 642 646 649 644 0 4095 4095 4095 4095 0 0 2713 0 400 -91,40 -60,49 -43,16 -60,69 -59,95 -60,78 -60,25 -60,89 -67,09 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,66 0.00 244,14 
646 643 638 627 640 641 645 643 635 0 4095 4095 4095 4095 0 0 2708 0 416 -91,16 -60,42 -42,94 -60,57 -59,83 -60,82 -60,29 -61,13 -67,49 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,04 0.00 253,91 
639 637 632 624 631 645 646 650 644 0 4095 4095 4095 4095 0 0 2716 0 416 -91,58 -60,65 -43,13 -60,69 -60,19 -60,66 -60,25 -60,85 -67,09 ,00 10,23 249,94 249,94 249,94 0.00 0.00 61,03 0.00 253,91 
640 637 631 622 634 642 646 652 643 0 4095 4095 4095 4095 0 0 2708 0 384 -91,52 -60,65 -43,16 -60,77 -60,07 -60,78 -60,25 -60,77 -67,13 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,04 0.00 234,38 
640 637 631 624 634 641 644 650 644 0 4095 4095 4095 4095 0 0 2712 0 352 -91,52 -60,65 -43,16 -60,69 -60,07 -60,82 -60,33 -60,85 -67,09 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,54 0.00 214,84 
