ADC1 ADC2 ADC3 ADC4 ADC5 ADC6 ADC7 ADC8 ADC9 ADC10 ADC11 ADC12 ADC13 ADC14 ADC15 ADC16 ADC17 ADC18 ADC19 T1 T2 T3 T4 T5 T6 T7 T8 T9 T10 T11 T12 T13 T14 T15 T16 T17 T18 T19 
648 638 640 629 631 633 637 650 634 0 4095 4095 4095 4095 0 0 2709 0 384 -91,04 -60,61 -42,87 -60,49 -60,19 -61,15 -60,61 -60,85 -67,53 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,17 0.00 234,38 
647 644 639 629 640 637 639 652 636 0 4095 4095 4095 4095 0 0 2707 0 368 -91,10 -60,38 -42,90 -60,49 -59,83 -60,98 -60,53 -60,77 -67,44 ,00 10,23 249,94 249,94 249,94 0.00 0.00 59,92 0.00 224,61 
650 643 637 630 640 638 640 644 635 0 4095 4095 4095 4095 0 0 2710 0 416 -90,92 -60,42 -42,97 -60,45 -59,83 -60,94 -60,49 -61,09 -67,49 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,29 0.00 253,91 
641 642 631 624 640 642 643 651 644 0 4095 4095 4095 4095 0 0 2711 0 400 -91,46 -60,46 -43,16 -60,69 -59,83 -60,78 -60,37 -60,81 -67,09 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,41 0.00 244,14 
641 638 629 625 631 642 644 652 644 0 4095 4095 4095 4095 0 0 2713 0 416 -91,46 -60,61 -43,23 -60,65 -60,19 -60,78 -60,33 -60,77 -67,09 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,66 0.00 253,91 
649 644 632 622 639 641 645 653 644 0 4095 4095 4095 4095 0 0 2712 0 400 -90,98 -60,38 -43,13 -60,77 -59,87 -60,82 -60,29 -60,73 -67,09 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,54 0.00 244,14 
641 639 630 624 639 641 648 652 644 0 4095 4095 4095 4095 0 0 2711 0 368 -91,46 -60,57 -43,19 -60,69 -59,87 -60,82 -60,17 -60,77 -67,09 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,41 0.00 224,61 
648 639 639 631 634 636 639 649 634 0 4095 4095 4095 4095 0 0 2714 0 416 -91,04 -60,57 -42,90 -60,41 -60,07 -61,02 -60,53 -60,89 -67,53 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,78 0.00 253,91 
646 644 631 624 640 644 645 642 642 0 4095 4095 4095 4095 0 0 2713 0 352 -91,16 -60,38 -43,16 -60,69 -59,83 -60,70 -60,29 -61,17 -67,18 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,66 0.00 214,84 
638 644 628 623 638 642 645 650 641 0 4095 4095 4095 4095 0 0 2712 0 384 -91,64 -60,38 -43,26 -60,73 -59,91 -60,78 -60,29 -60,85 -67,22 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,54 0.00 234,38 
647 644 638 630 640 633 637 642 635 0 4095 4095 4095 4095 0 0 2715 0 368 -91,10 -60,38 -42,94 -60,45 -59,83 -61,15 -60,61 -61,17 -67,49 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,91 0.00 224,61 
648 644 636 631 640 637 638 644 634 0 4095 4095 4095 4095 0 0 2713 0 416 -91,04 -60,38 -43,00 -60,41 -59,83 -60,98 -60,57 -61,09 -67,53 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,66 0.00 253,91 
647 643 639 628 639 643 647 646 636 0 4095 4095 4095 4095 0 0 2717 0 400 -91,10 -60,42 -42,90 -60,53 -59,87 -60,74 -60,21 -61,01 -67,44 ,00 10,23 249,94 249,94 249,94 0.00 0.00 61,15 0.00 244,14 
648 639 637 631 633 635 642 651 637 0 4095 4095 4095 4095 0 0 2713 0 384 -91,04 -60,57 -42,97 -60,41 -60,11 -61,07 -60,41 -60,81 -67,40 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,66 0.00 234,38 
648 643 637 624 639 644 645 645 639 0 4095 4095 4095 4095 0 0 2718 0 416 -91,04 -60,42 -42,97 -60,69 -59,87 -60,70 -60,29 -61,05 -67,31 ,00 10,23 249,94 249,94 249,94 0.00 0.00 61,27 0.00 253,91 
640 637 631 626 632 642 647 651 642 0 4095 4095 4095 4095 0 0 2713 0 352 -91,52 -60,65 -43,16 -60,61 -60,15 -60,78 -60,21 -60,81 -67,18 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,66 0.00 214,84 
648 643 639 629 637 636 638 644 636 0 4095 4095 4095 4095 0 0 2714 0 368 -91,04 -60,42 -42,90 -60,49 -59,95 -61,02 -60,57 -61,09 -67,44 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,78 0.00 224,61 
642 637 638 630 633 636 642 652 645 0 4095 4095 4095 4095 0 0 2717 0 384 -91,40 -60,65 -42,94 -60,45 -60,11 -61,02 -60,41 -60,77 -67,04 ,00 10,23 249,94 249,94 249,94 0.00 0.00 61,15 0.00 234,38 
643 642 631 624 637 644 646 653 644 0 4095 4095 4095 4095 0 0 2714 0 416 -91,34 -60,46 -43,16 -60,69 -59,95 -60,70 -60,25 -60,73 -67,09 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,78 0.00 253,91 
649 640 636 631 634 634 639 651 641 0 4095 4095 4095 4095 0 0 2713 0 384 -90,98 -60,53 -43,00 -60,41 -60,07 -61,11 -60,53 -60,81 -67,22 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,66 0.00 234,38 
648 646 639 631 642 644 640 653 636 0 4095 4095 4095 4095 0 0 2713 0 416 -91,04 -60,30 -42,90 -60,41 -59,75 -60,70 -60,49 -60,73 -67,44 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,66 0.00 253,91 
649 646 639 629 639 641 645 644 637 0 4095 4095 4095 4095 0 0 2712 0 368 -90,98 -60,30 -42,90 -60,49 -59,87 -60,82 -60,29 -61,09 -67,40 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,54 0.00 224,61 
641 637 629 622 638 644 647 652 644 0 4095 4095 4095 4095 0 0 2712 0 352 -91,46 -60,65 -43,23 -60,77 -59,91 -60,70 -60,21 -60,77 -67,09 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,54 0.00 214,84 
643 637 633 624 634 643 648 652 642 0 4095 4095 4095 4095 0 0 2713 0 416 -91,34 -60,65 -43,10 -60,69 -60,07 -60,74 -60,17 -60,77 -67,18 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,66 0.00 253,91 
641 645 641 633 633 637 644 651 645 0 4095 4095 4095 4095 0 0 2712 0 384 -91,46 -60,34 -42,84 -60,34 -60,11 -60,98 -60,33 -60,81 -67,04 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,54 0.00 234,38 
648 643 638 624 642 642 645 645 640 0 4095 4095 4095 4095 0 0 2717 0 400 -91,04 -60,42 -42,94 -60,69 -59,75 -60,78 -60,29 -61,05 -67,26 ,00 10,23 249,94 249,94 249,94 0.00 0.00 61,15 0.00 244,14 
649 638 638 629 635 637 639 651 644 0 4095 4095 4095 4095 0 0 2716 0 416 -90,98 -60,61 -42,94 -60,49 -60,03 -60,98 -60,53 -60,81 -67,09 ,00 10,23 249,94 249,94 249,94 0.00 0.00 61,03 0.00 253,91 
641 638 641 631 633 637 644 653 646 0 4095 4095 4095 4095 0 0 2716 0 416 -91,46 -60,61 -42,84 -60,41 -60,11 -60,98 -60,33 -60,73 -67,00 ,00 10,23 249,94 249,94 249,94 0.00 0.00 61,03 0.00 253,91 
651 645 640 632 634 646 638 645 637 0 4095 4095 4095 4095 0 0 2713 0 384 -90,86 -60,34 -42,87 -60,37 -60,07 -60,62 -60,57 -61,05 -67,40 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,66 0.00 234,38 
640 638 641 633 634 639 639 654 637 0 4095 4095 4095 4095 0 0 2717 0 400 -91,52 -60,61 -42,84 -60,34 -60,07 -60,90 -60,53 -60,69 -67,40 ,00 10,23 249,94 249,94 249,94 0.00 0.00 61,15 0.00 244,14 
642 640 633 624 636 644 646 652 642 0 4095 4095 4095 4095 0 0 2715 0 400 -91,40 -60,53 -43,10 -60,69 -59,99 -60,70 -60,25 -60,77 -67,18 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,91 0.00 244,14 
650 641 638 630 633 637 637 653 639 0 4095 4095 4095 4095 0 0 2718 0 336 -90,92 -60,49 -42,94 -60,45 -60,11 -60,98 -60,61 -60,73 -67,31 ,00 10,23 249,94 249,94 249,94 0.00 0.00 61,27 0.00 205,08 
649 646 640 633 640 636 642 646 636 0 4095 4095 4095 4095 0 0 2722 0 416 -90,98 -60,30 -42,87 -60,34 -59,83 -61,02 -60,41 -61,01 -67,44 ,00 10,23 249,94 249,94 249,94 0.00 0.00 61,77 0.00 253,91 
644 645 640 625 640 643 645 655 646 0 4095 4095 4095 4095 0 0 2721 0 416 -91,28 -60,34 -42,87 -60,65 -59,83 -60,74 -60,29 -60,65 -67,00 ,00 10,23 249,94 249,94 249,94 0.00 0.00 61,64 0.00 253,91 
649 647 639 626 639 646 648 647 640 0 4095 4095 4095 4095 0 0 2711 0 400 -90,98 -60,26 -42,90 -60,61 -59,87 -60,62 -60,17 -60,97 -67,26 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,41 0.00 244,14 
640 641 632 625 637 644 648 652 644 0 4095 4095 4095 4095 0 0 2720 0 368 -91,52 -60,49 -43,13 -60,65 -59,95 -60,70 -60,17 -60,77 -67,09 ,00 10,23 249,94 249,94 249,94 0.00 0.00 61,52 0.00 224,61 
642 636 630 624 633 643 646 652 647 0 4095 4095 4095 4095 0 0 2724 0 368 -91,40 -60,69 -43,19 -60,69 -60,11 -60,74 -60,25 -60,77 -66,95 ,00 10,23 249,94 249,94 249,94 0.00 0.00 62,01 0.00 224,61 
651 646 640 623 640 644 648 645 643 0 4095 4095 4095 4095 0 0 2719 0 416 -90,86 -60,30 -42,87 -60,73 -59,83 -60,70 -60,17 -61,05 -67,13 ,00 10,23 249,94 249,94 249,94 0.00 0.00 61,40 0.00 253,91 
650 646 638 630 641 637 639 645 637 0 4095 4095 4095 4095 0 0 2719 0 384 -90,92 -60,30 -42,94 -60,45 -59,79 -60,98 -60,53 -61,05 -67,40 ,00 10,23 249,94 249,94 249,94 0.00 0.00 61,40 0.00 234,38 
642 644 633 633 640 644 646 653 646 0 4095 4095 4095 4095 0 0 2718 0 384 -91,40 -60,38 -43,10 -60,34 -59,83 -60,70 -60,25 -60,73 -67,00 ,00 10,23 249,94 249,94 249,94 0.00 0.00 61,27 0.00 234,38 
644 638 631 633 642 638 645 652 646 0 4095 4095 4095 4095 0 0 2712 0 368 -91,28 -60,61 -43,16 -60,34 -59,75 -60,94 -60,29 -60,77 -67,00 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,54 0.00 224,61 
643 638 633 625 642 647 649 651 644 0 4095 4095 4095 4095 0 0 2717 0 368 -91,34 -60,61 -43,10 -60,65 -59,75 -60,58 -60,13 -60,81 -67,09 ,00 10,23 249,94 249,94 249,94 0.00 0.00 61,15 0.00 224,61 
649 645 639 629 643 637 641 645 636 0 4095 4095 4095 4095 0 0 2717 0 384 -90,98 -60,34 -42,90 -60,49 -59,71 -60,98 -60,45 -61,05 -67,44 ,00 10,23 249,94 249,94 249,94 0.00 0.00 61,15 0.00 234,38 
649 644 633 626 641 642 646 647 646 0 4095 4095 4095 4095 0 0 2710 0 384 -90,98 -60,38 -43,10 -60,61 -59,79 -60,78 -60,25 -60,97 -67,00 ,00 10,23 249,94 249,94 249,94 0.00 0.00 60,29 0.00 234,38 
648 645 640 632 640 636 639 647 637 0 4095 4095 4095 4095 0 0 2720 0 400 -91,04 -60,34 -42,87 -60,37 -59,83 -61,02 -60,53 -60,97 -67,40 ,00 10,23 249,94 249,94 249,94 0.00 0.00 61,52 0.00 244,14 
642 638 633 628 642 644 647 654 645 0 4095 4095 4095 4095 0 0 2716 0 368 -91,40 -60,61 -43,10 -60,53 -59,75 -60,70 -60,21 -60,69 -67,04 ,00 10,23 249,94 249,94 249,94 0.00 0.00 61,03 0.00 224,61 
641 639 633 632 632 642 645 652 646 0 4095 4095 4095 4095 0 0 2718 0 384 -91,46 -60,57 -43,10 -60,37 -60,15 -60,78 -60,29 -60,77 -67,00 ,00 10,23 249,94 249,94 249,94 0.00 0.00 61,27 0.00 234,38 
